"","geoid","value","year","measure","moe"
"1","51760030100",9704.26603752527,2019,"population_density_direct",NA
"2","51710004800",6650.90303921495,2019,"population_density_direct",NA
"3","51760020200",11682.597292983,2019,"population_density_direct",NA
"4","51770002502",3559.0237901815,2019,"population_density_direct",NA
"5","51710004200",6693.93974687006,2019,"population_density_direct",NA
"6","51760030501",5693.37464954599,2019,"population_density_direct",NA
"7","51760020100",5749.11398094206,2019,"population_density_direct",NA
"8","51710004100",13713.6500643069,2019,"population_density_direct",NA
"9","51730810100",1152.1961803606,2019,"population_density_direct",NA
"10","51700030100",2426.26588833173,2019,"population_density_direct",NA
"11","51740211800",6241.04675070768,2019,"population_density_direct",NA
"12","51710003501",6198.31685525591,2019,"population_density_direct",NA
"13","51003010904",5443.12543618769,2019,"population_density_direct",NA
"14","51013101704",36459.5348229224,2019,"population_density_direct",NA
"15","51013101408",49318.8124601955,2019,"population_density_direct",NA
"16","51760020400",7854.15078320323,2019,"population_density_direct",NA
"17","51740210500",5427.20832231424,2019,"population_density_direct",NA
"18","51059451400",16651.1773180956,2019,"population_density_direct",NA
"19","51760040300",17029.4316155115,2019,"population_density_direct",NA
"20","51013102701",23007.847528636,2019,"population_density_direct",NA
"21","51760060800",1380.95457105892,2019,"population_density_direct",NA
"22","51590000400",1309.20063158139,2019,"population_density_direct",NA
"23","51730810600",3436.07463319777,2019,"population_density_direct",NA
"24","51059451601",15822.0637979209,2019,"population_density_direct",NA
"25","51730810700",4122.44554377065,2019,"population_density_direct",NA
"26","51760010300",3343.17461689695,2019,"population_density_direct",NA
"27","51510201206",20215.9793199018,2019,"population_density_direct",NA
"28","51013103505",19163.5213274465,2019,"population_density_direct",NA
"29","51700030600",7386.64699627901,2019,"population_density_direct",NA
"30","51013103503",57749.5519456929,2019,"population_density_direct",NA
"31","51760021000",6416.59305383632,2019,"population_density_direct",NA
"32","51710005100",4050.95468354968,2019,"population_density_direct",NA
"33","51650011400",3842.0912471959,2019,"population_density_direct",NA
"34","51087200805",1903.58608967122,2019,"population_density_direct",NA
"35","51013103602",18797.2597264657,2019,"population_density_direct",NA
"36","51700030800",2660.90344583838,2019,"population_density_direct",NA
"37","51760060900",1201.20011458772,2019,"population_density_direct",NA
"38","51590000500",1869.47221478719,2019,"population_density_direct",NA
"39","51013101603",22085.2788769161,2019,"population_density_direct",NA
"40","51760070601",4721.84458826463,2019,"population_density_direct",NA
"41","51700030400",5132.81569230528,2019,"population_density_direct",NA
"42","51105950301",268.386973302801,2019,"population_density_direct",NA
"43","51740212100",3468.41230461421,2019,"population_density_direct",NA
"44","51059461902",11011.4129020764,2019,"population_density_direct",NA
"45","51800065500",3751.33614613832,2019,"population_density_direct",NA
"46","51710000902",2212.68053415186,2019,"population_density_direct",NA
"47","51760060700",2129.85396248513,2019,"population_density_direct",NA
"48","51710002900",5635.89346534227,2019,"population_density_direct",NA
"49","51800065100",2830.70810440646,2019,"population_density_direct",NA
"50","51710001300",11301.4216784419,2019,"population_density_direct",NA
"51","51710002700",7834.14957071291,2019,"population_density_direct",NA
"52","51680001100",4206.96353162878,2019,"population_density_direct",NA
"53","51680000600",4794.26217199753,2019,"population_density_direct",NA
"54","51710004300",6967.53074548626,2019,"population_density_direct",NA
"55","51041100406",1176.10100059484,2019,"population_density_direct",NA
"56","51590001000",2627.09713947797,2019,"population_density_direct",NA
"57","51710005701",6026.72024491775,2019,"population_density_direct",NA
"58","51041100404",2152.96078759593,2019,"population_density_direct",NA
"59","51770001000",1696.05971872058,2019,"population_density_direct",NA
"60","51510201205",20215.9793199018,2019,"population_density_direct",NA
"61","51595890100",665.983570730534,2019,"population_density_direct",NA
"62","51550020100",8162.60192662919,2019,"population_density_direct",NA
"63","51013101804",45706.6929488113,2019,"population_density_direct",NA
"64","51710002500",10134.6915603948,2019,"population_density_direct",NA
"65","51620090200",1721.6086264138,2019,"population_density_direct",NA
"66","51510200102",11135.0458484631,2019,"population_density_direct",NA
"67","51121020301",641.531505357596,2019,"population_density_direct",NA
"68","51770002600",4689.46654084421,2019,"population_density_direct",NA
"69","51013102001",36465.7248237387,2019,"population_density_direct",NA
"70","51510200304",15416.699467346,2019,"population_density_direct",NA
"71","51760030200",5350.01139264847,2019,"population_density_direct",NA
"72","51680000400",2416.25534947483,2019,"population_density_direct",NA
"73","51510200106",11466.9448861908,2019,"population_density_direct",NA
"74","51013101705",36459.5348229224,2019,"population_density_direct",NA
"75","51510200108",18061.4660785544,2019,"population_density_direct",NA
"76","51810045810",8086.33822227817,2019,"population_density_direct",NA
"77","51013103300",14447.4780362231,2019,"population_density_direct",NA
"78","51710004600",4479.40224556861,2019,"population_density_direct",NA
"79","51770000900",3620.02724714995,2019,"population_density_direct",NA
"80","51520020201",1564.26145548687,2019,"population_density_direct",NA
"81","51810040600",5585.28510543046,2019,"population_density_direct",NA
"82","51700032300",569.607976439181,2019,"population_density_direct",NA
"83","51059415401",8250.13066607029,2019,"population_density_direct",NA
"84","51700032006",6185.03505535897,2019,"population_density_direct",NA
"85","51710001400",5166.82672286918,2019,"population_density_direct",NA
"86","51710003400",5022.32984971558,2019,"population_density_direct",NA
"87","51730810400",3246.08026270632,2019,"population_density_direct",NA
"88","51680000700",2712.40207313178,2019,"population_density_direct",NA
"89","51760071004",4689.50377173784,2019,"population_density_direct",NA
"90","51710001100",9027.02106762386,2019,"population_density_direct",NA
"91","51013101701",52523.5096732097,2019,"population_density_direct",NA
"92","51710005901",10007.8216174318,2019,"population_density_direct",NA
"93","51059450702",10552.555376046,2019,"population_density_direct",NA
"94","51680001900",815.24151056071,2019,"population_density_direct",NA
"95","51710004400",6238.19073893237,2019,"population_density_direct",NA
"96","51710005500",3570.87045978944,2019,"population_density_direct",NA
"97","51059480203",19680.8029477388,2019,"population_density_direct",NA
"98","51177020313",1237.62576475122,2019,"population_density_direct",NA
"99","51710004500",5327.98778841064,2019,"population_density_direct",NA
"100","51510200409",17982.0449815418,2019,"population_density_direct",NA
"101","51730811200",700.963034498846,2019,"population_density_direct",NA
"102","51670820100",2755.40507028824,2019,"population_density_direct",NA
"103","51013103504",19163.5213274465,2019,"population_density_direct",NA
"104","51510200109",18061.4660785544,2019,"population_density_direct",NA
"105","51059480205",4222.09767672013,2019,"population_density_direct",NA
"106","51013102200",24614.7913574882,2019,"population_density_direct",NA
"107","51540000202",14483.8370939138,2019,"population_density_direct",NA
"108","51540000401",7035.96250045025,2019,"population_density_direct",NA
"109","51680000205",2002.84719005941,2019,"population_density_direct",NA
"110","51710005800",7713.07432880224,2019,"population_density_direct",NA
"111","51199050207",8348.57967424739,2019,"population_density_direct",NA
"112","51760020700",7199.92860426994,2019,"population_density_direct",NA
"113","51710001600",9749.36479249721,2019,"population_density_direct",NA
