"","geoid","year","measure","value","moe"
"1","51760030100",2016,"wellness_disparity_indicator",0.60573622892992,NA
"2","51710004800",2016,"wellness_disparity_indicator",0.584857244629596,NA
"3","51760020200",2016,"wellness_disparity_indicator",0.624075476918194,NA
"4","51770002502",2016,"wellness_disparity_indicator",0.664463606805931,NA
"5","51710004200",2016,"wellness_disparity_indicator",0.588390082001633,NA
"6","51760030501",2016,"wellness_disparity_indicator",0.860901953038434,NA
"7","51760020100",2016,"wellness_disparity_indicator",0.616708343050353,NA
"8","51710004100",2016,"wellness_disparity_indicator",0.573594343312259,NA
"9","51730810100",2016,"wellness_disparity_indicator",0.631211528476308,NA
"10","51700030100",2016,"wellness_disparity_indicator",0.729785343375971,NA
"11","51740211800",2016,"wellness_disparity_indicator",0.649453299906043,NA
"12","51710003501",2016,"wellness_disparity_indicator",0.548073163042087,NA
"13","51003010904",2016,"wellness_disparity_indicator",0.911996199128888,NA
"14","51013101704",2016,"wellness_disparity_indicator",0.895433788357235,NA
"15","51013101408",2016,"wellness_disparity_indicator",0.859494937586717,NA
"16","51760020400",2016,"wellness_disparity_indicator",0.648246639673438,NA
"17","51740210500",2016,"wellness_disparity_indicator",0.595564642966053,NA
"18","51059451400",2016,"wellness_disparity_indicator",0.665546476444126,NA
"19","51760040300",2016,"wellness_disparity_indicator",1,NA
"20","51013102701",2016,"wellness_disparity_indicator",0.762087014485785,NA
"21","51760060800",2016,"wellness_disparity_indicator",0.632811686140355,NA
"22","51590000400",2016,"wellness_disparity_indicator",0.667790012702158,NA
"23","51730810600",2016,"wellness_disparity_indicator",0.580004913598258,NA
"24","51059451601",2016,"wellness_disparity_indicator",0.539938689979238,NA
"25","51730810700",2016,"wellness_disparity_indicator",0.609236986640924,NA
"26","51760010300",2016,"wellness_disparity_indicator",0.573654634521266,NA
"27","51510201206",2016,"wellness_disparity_indicator",0.654629263504929,NA
"28","51013103505",2016,"wellness_disparity_indicator",0.887136963658489,NA
"29","51700030600",2016,"wellness_disparity_indicator",0.600935027872865,NA
"30","51013103503",2016,"wellness_disparity_indicator",0.875344357411015,NA
"31","51760021000",2016,"wellness_disparity_indicator",0.681689659882618,NA
"32","51710005100",2016,"wellness_disparity_indicator",0.678527249308326,NA
"33","51650011400",2016,"wellness_disparity_indicator",0.809568110117812,NA
"34","51087200805",2016,"wellness_disparity_indicator",0.591094273136524,NA
"35","51013103602",2016,"wellness_disparity_indicator",0.847048611588682,NA
"36","51700030800",2016,"wellness_disparity_indicator",0.586156242137231,NA
"37","51760060900",2016,"wellness_disparity_indicator",0.648083581408687,NA
"38","51590000500",2016,"wellness_disparity_indicator",0.763643267972792,NA
"39","51013101603",2016,"wellness_disparity_indicator",0.872527175091221,NA
"40","51760070601",2016,"wellness_disparity_indicator",0.62827063369987,NA
"41","51700030400",2016,"wellness_disparity_indicator",0.585063029173624,NA
"42","51105950301",2016,"wellness_disparity_indicator",0.717641152504161,NA
"43","51740212100",2016,"wellness_disparity_indicator",0.560849575468763,NA
"44","51059461902",2016,"wellness_disparity_indicator",0.722120054458935,NA
"45","51800065500",2016,"wellness_disparity_indicator",0.549886759445481,NA
"46","51710000902",2016,"wellness_disparity_indicator",0.848809505517684,NA
"47","51760060700",2016,"wellness_disparity_indicator",0.611478454460303,NA
"48","51710002900",2016,"wellness_disparity_indicator",0.692135825242543,NA
"49","51800065100",2016,"wellness_disparity_indicator",0.679118621398309,NA
"50","51710001300",2016,"wellness_disparity_indicator",0.78244085072242,NA
"51","51710002700",2016,"wellness_disparity_indicator",0.633398831832244,NA
"52","51680001100",2016,"wellness_disparity_indicator",0.647174710607619,NA
"53","51680000600",2016,"wellness_disparity_indicator",0.654925928678737,NA
"54","51710004300",2016,"wellness_disparity_indicator",0.573926523947335,NA
"55","51041100406",2016,"wellness_disparity_indicator",0.699518297663836,NA
"56","51590001000",2016,"wellness_disparity_indicator",0.733366343218911,NA
"57","51710005701",2016,"wellness_disparity_indicator",0.721214447370882,NA
"58","51041100404",2016,"wellness_disparity_indicator",0.641913803677113,NA
"59","51770001000",2016,"wellness_disparity_indicator",0.635841471892436,NA
"60","51510201205",2016,"wellness_disparity_indicator",0.656174515117012,NA
"61","51595890100",2016,"wellness_disparity_indicator",0.655788617114162,NA
"62","51550020100",2016,"wellness_disparity_indicator",0.668575939295023,NA
"63","51013101804",2016,"wellness_disparity_indicator",0.841363924427909,NA
"64","51710002500",2016,"wellness_disparity_indicator",0.830864137814724,NA
"65","51620090200",2016,"wellness_disparity_indicator",0.650414424755432,NA
"66","51510200102",2016,"wellness_disparity_indicator",0.751153276939307,NA
"67","51121020301",2016,"wellness_disparity_indicator",0.904926541741497,NA
"68","51770002600",2016,"wellness_disparity_indicator",0.64873243729361,NA
"69","51013102001",2016,"wellness_disparity_indicator",0.782310585593676,NA
"70","51510200304",2016,"wellness_disparity_indicator",0.849541927482835,NA
"71","51760030200",2016,"wellness_disparity_indicator",0.831608678576463,NA
