"","geoid","value","year","measure","moe"
"1","51760030100",49.4909334183744,2016,"labor_participate_rate",NA
"2","51710004800",57.418385597215,2016,"labor_participate_rate",NA
"3","51760020200",42.2,2016,"labor_participate_rate",NA
"4","51770002502",60.5763795807698,2016,"labor_participate_rate",NA
"5","51710004200",45.8,2016,"labor_participate_rate",NA
"6","51760030501",59.5,2016,"labor_participate_rate",NA
"7","51760020100",40.6267688336242,2016,"labor_participate_rate",NA
"8","51710004100",65,2016,"labor_participate_rate",NA
"9","51730810100",51.7,2016,"labor_participate_rate",NA
"10","51700030100",67.6,2016,"labor_participate_rate",NA
"11","51740211800",56.2,2016,"labor_participate_rate",NA
"12","51710003501",64.1,2016,"labor_participate_rate",NA
"13","51003010904",30.0864279934754,2016,"labor_participate_rate",NA
"14","51013101704",82.5,2016,"labor_participate_rate",NA
"15","51013101408",83.5313937459874,2016,"labor_participate_rate",NA
"16","51760020400",37.9593859422925,2016,"labor_participate_rate",NA
"17","51740210500",67.1,2016,"labor_participate_rate",NA
"18","51059451400",73.1,2016,"labor_participate_rate",NA
"19","51760040300",42.3,2016,"labor_participate_rate",NA
"20","51013102701",82.7,2016,"labor_participate_rate",NA
"21","51760060800",58.6049794625842,2016,"labor_participate_rate",NA
"22","51590000400",50.0362337485082,2016,"labor_participate_rate",NA
"23","51730810600",41,2016,"labor_participate_rate",NA
"24","51059451601",70.5,2016,"labor_participate_rate",NA
"25","51730810700",38.9217084248281,2016,"labor_participate_rate",NA
"26","51760010300",68.3,2016,"labor_participate_rate",NA
"27","51510201206",78.8,2016,"labor_participate_rate",NA
"28","51013103505",74,2016,"labor_participate_rate",NA
"29","51700030600",58.3,2016,"labor_participate_rate",NA
"30","51013103503",86.7,2016,"labor_participate_rate",NA
"31","51760021000",67.4999471084952,2016,"labor_participate_rate",NA
"32","51710005100",62.9,2016,"labor_participate_rate",NA
"33","51650011400",25.6,2016,"labor_participate_rate",NA
"34","51087200805",61.3,2016,"labor_participate_rate",NA
"35","51013103602",79.3756224855931,2016,"labor_participate_rate",NA
"36","51700030800",60.0874617096774,2016,"labor_participate_rate",NA
"37","51760060900",65.2001166097227,2016,"labor_participate_rate",NA
"38","51590000500",32.3,2016,"labor_participate_rate",NA
"39","51013101603",80.9135533926778,2016,"labor_participate_rate",NA
"40","51760070601",66.6,2016,"labor_participate_rate",NA
"41","51700030400",61.5,2016,"labor_participate_rate",NA
"42","51105950301",27.2,2016,"labor_participate_rate",NA
"43","51740212100",47.2,2016,"labor_participate_rate",NA
"44","51059461902",74.1995741476572,2016,"labor_participate_rate",NA
"45","51800065500",65.4,2016,"labor_participate_rate",NA
"46","51710000902",98.081064587925,2016,"labor_participate_rate",NA
"47","51760060700",69.9,2016,"labor_participate_rate",NA
"48","51710002900",67.6210240738535,2016,"labor_participate_rate",NA
"49","51800065100",63.5945818571627,2016,"labor_participate_rate",NA
"50","51710001300",77.1,2016,"labor_participate_rate",NA
"51","51710002700",61.2666104624417,2016,"labor_participate_rate",NA
"52","51680001100",49.2,2016,"labor_participate_rate",NA
"53","51680000600",54.9,2016,"labor_participate_rate",NA
"54","51710004300",60.8363445944914,2016,"labor_participate_rate",NA
"55","51041100406",60.1,2016,"labor_participate_rate",NA
"56","51590001000",57.3,2016,"labor_participate_rate",NA
"57","51710005701",70.7,2016,"labor_participate_rate",NA
"58","51041100404",71.8845425120096,2016,"labor_participate_rate",NA
"59","51770001000",66.3,2016,"labor_participate_rate",NA
"60","51510201205",78.8,2016,"labor_participate_rate",NA
"61","51595890100",58.8049299391346,2016,"labor_participate_rate",NA
"62","51550020100",68.3586985595132,2016,"labor_participate_rate",NA
"63","51013101804",86.0679580005219,2016,"labor_participate_rate",NA
"64","51710002500",65.7796813463153,2016,"labor_participate_rate",NA
"65","51620090200",57.9,2016,"labor_participate_rate",NA
"66","51510200102",78.4,2016,"labor_participate_rate",NA
"67","51121020301",60.2,2016,"labor_participate_rate",NA
"68","51770002600",53.4,2016,"labor_participate_rate",NA
"69","51013102001",73.7,2016,"labor_participate_rate",NA
"70","51510200304",73.6165504751036,2016,"labor_participate_rate",NA
"71","51760030200",65.4,2016,"labor_participate_rate",NA
"72","51680000400",57.7,2016,"labor_participate_rate",NA
"73","51510200106",60.4492067558065,2016,"labor_participate_rate",NA
"74","51013101705",82.5,2016,"labor_participate_rate",NA
"75","51510200108",80,2016,"labor_participate_rate",NA
"76","51810045810",70.1001814921308,2016,"labor_participate_rate",NA
"77","51013103300",74.0020599583635,2016,"labor_participate_rate",NA
"78","51710004600",65,2016,"labor_participate_rate",NA
"79","51770000900",56.5,2016,"labor_participate_rate",NA
"80","51520020201",54.5,2016,"labor_participate_rate",NA
"81","51810040600",70.6,2016,"labor_participate_rate",NA
"82","51700032300",86.799710711376,2016,"labor_participate_rate",NA
"83","51059415401",81.5,2016,"labor_participate_rate",NA
"84","51700032006",72,2016,"labor_participate_rate",NA
"85","51710001400",53.9,2016,"labor_participate_rate",NA
"86","51710003400",60.7008283601566,2016,"labor_participate_rate",NA
"87","51730810400",59.331992362559,2016,"labor_participate_rate",NA
"88","51680000700",65.3,2016,"labor_participate_rate",NA
"89","51760071004",57.1682873267084,2016,"labor_participate_rate",NA
"90","51710001100",68.5226900329649,2016,"labor_participate_rate",NA
"91","51013101701",79.2,2016,"labor_participate_rate",NA
"92","51710005901",75.6,2016,"labor_participate_rate",NA
"93","51059450702",80.6,2016,"labor_participate_rate",NA
"94","51680001900",57.2,2016,"labor_participate_rate",NA
"95","51710004400",75.4,2016,"labor_participate_rate",NA
"96","51710005500",76.3472419684945,2016,"labor_participate_rate",NA
"97","51059480203",58.2,2016,"labor_participate_rate",NA
"98","51177020313",66.4,2016,"labor_participate_rate",NA
"99","51710004500",65.1,2016,"labor_participate_rate",NA
"100","51510200409",83.5598760226286,2016,"labor_participate_rate",NA
"101","51730811200",67.3045279259031,2016,"labor_participate_rate",NA
"102","51670820100",53.8,2016,"labor_participate_rate",NA
"103","51013103504",74,2016,"labor_participate_rate",NA
"104","51510200109",80,2016,"labor_participate_rate",NA
"105","51059480205",79.4,2016,"labor_participate_rate",NA
"106","51013102200",71.1,2016,"labor_participate_rate",NA
"107","51540000202",46.9,2016,"labor_participate_rate",NA
"108","51540000401",63.8,2016,"labor_participate_rate",NA
"109","51680000205",60.3,2016,"labor_participate_rate",NA
"110","51710005800",63,2016,"labor_participate_rate",NA
"111","51199050207",74.3,2016,"labor_participate_rate",NA
"112","51760020700",54.4,2016,"labor_participate_rate",NA
"113","51710001600",58.7,2016,"labor_participate_rate",NA
"114","51700032126",71.1732293613894,2016,"labor_participate_rate",NA
"115","51740211100",55.7,2016,"labor_participate_rate",NA
"116","51550020910",68.4,2016,"labor_participate_rate",NA
