"","geoid","year","measure","value","moe"
"1","51760030100",2019,"community_environment_indicator",0.90680477112926,NA
"2","51710004800",2019,"community_environment_indicator",0.775353252908338,NA
"3","51760020200",2019,"community_environment_indicator",0.838180194881117,NA
"4","51770002502",2019,"community_environment_indicator",0.431651547381757,NA
"5","51710004200",2019,"community_environment_indicator",0.874696792782208,NA
"6","51760030501",2019,"community_environment_indicator",0.826826097245078,NA
"7","51760020100",2019,"community_environment_indicator",0.782357624111893,NA
"8","51710004100",2019,"community_environment_indicator",0.821855165130019,NA
"9","51730810100",2019,"community_environment_indicator",0.332308960399001,NA
"10","51700030100",2019,"community_environment_indicator",0.471564514437094,NA
"11","51740211800",2019,"community_environment_indicator",0.760022779612139,NA
"12","51710003501",2019,"community_environment_indicator",0.798048396130953,NA
"13","51003010904",2019,"community_environment_indicator",0.561640491559693,NA
"14","51013101704",2019,"community_environment_indicator",1,NA
"15","51013101408",2019,"community_environment_indicator",0.836136091186043,NA
"16","51760020400",2019,"community_environment_indicator",0.772673900296183,NA
"17","51740210500",2019,"community_environment_indicator",0.896529625840034,NA
"18","51059451400",2019,"community_environment_indicator",0.755090742426573,NA
"19","51760040300",2019,"community_environment_indicator",0.816764270882551,NA
"20","51013102701",2019,"community_environment_indicator",0.636893980322335,NA
"21","51760060800",2019,"community_environment_indicator",0.587823691318974,NA
"22","51590000400",2019,"community_environment_indicator",0.409413703949605,NA
"23","51730810600",2019,"community_environment_indicator",0.347447045903688,NA
"24","51059451601",2019,"community_environment_indicator",0.723602561444499,NA
"25","51730810700",2019,"community_environment_indicator",0.44686028276108,NA
"26","51760010300",2019,"community_environment_indicator",0.380405671980942,NA
"27","51510201206",2019,"community_environment_indicator",0.686183579958633,NA
"28","51013103505",2019,"community_environment_indicator",0.817237256112544,NA
"29","51700030600",2019,"community_environment_indicator",0.623080411851631,NA
"30","51013103503",2019,"community_environment_indicator",0.84696056449864,NA
"31","51760021000",2019,"community_environment_indicator",0.663260368191525,NA
"32","51710005100",2019,"community_environment_indicator",0.408172100400788,NA
"33","51650011400",2019,"community_environment_indicator",0.70220041813356,NA
"34","51087200805",2019,"community_environment_indicator",0.601396069299679,NA
"35","51013103602",2019,"community_environment_indicator",0.794678786888873,NA
"36","51700030800",2019,"community_environment_indicator",0.679388945326999,NA
"37","51760060900",2019,"community_environment_indicator",0.447593509312364,NA
"38","51590000500",2019,"community_environment_indicator",0.540178295052882,NA
"39","51013101603",2019,"community_environment_indicator",0.705573577753435,NA
