"","geoid","year","measure","value","moe"
"1","51760030100",2019,"consumer_opportunity_indicator",0.37484235895354,NA
"2","51710004800",2019,"consumer_opportunity_indicator",0.474476013150363,NA
"3","51760020200",2019,"consumer_opportunity_indicator",0.542466875773932,NA
"4","51770002502",2019,"consumer_opportunity_indicator",0.338292519031205,NA
"5","51710004200",2019,"consumer_opportunity_indicator",0.512595406567636,NA
"6","51760030501",2019,"consumer_opportunity_indicator",0.33097063421523,NA
"7","51760020100",2019,"consumer_opportunity_indicator",0.549419295196403,NA
"8","51710004100",2019,"consumer_opportunity_indicator",0.478103783547143,NA
"9","51730810100",2019,"consumer_opportunity_indicator",0.413272274921353,NA
"10","51700030100",2019,"consumer_opportunity_indicator",0.378663281339315,NA
"11","51740211800",2019,"consumer_opportunity_indicator",0.559315473188486,NA
"12","51710003501",2019,"consumer_opportunity_indicator",0.555413811487744,NA
"13","51003010904",2019,"consumer_opportunity_indicator",0.259278248285726,NA
"14","51013101704",2019,"consumer_opportunity_indicator",0.264704688297904,NA
"15","51013101408",2019,"consumer_opportunity_indicator",0.291267348168542,NA
"16","51760020400",2019,"consumer_opportunity_indicator",0.448314857593541,NA
"17","51740210500",2019,"consumer_opportunity_indicator",0.5243214772045,NA
"18","51059451400",2019,"consumer_opportunity_indicator",0.538352156911267,NA
"19","51760040300",2019,"consumer_opportunity_indicator",0,NA
"20","51013102701",2019,"consumer_opportunity_indicator",0.423690899070271,NA
"21","51760060800",2019,"consumer_opportunity_indicator",0.596133204326002,NA
"22","51590000400",2019,"consumer_opportunity_indicator",0.467983383889696,NA
"23","51730810600",2019,"consumer_opportunity_indicator",0.422146982879545,NA
"24","51059451601",2019,"consumer_opportunity_indicator",0.532582591782099,NA
"25","51730810700",2019,"consumer_opportunity_indicator",0.261572368463889,NA
"26","51760010300",2019,"consumer_opportunity_indicator",0.447128223570599,NA
"27","51510201206",2019,"consumer_opportunity_indicator",0.471462957659964,NA
"28","51013103505",2019,"consumer_opportunity_indicator",0.345491364491346,NA
"29","51700030600",2019,"consumer_opportunity_indicator",0.668488490990856,NA
"30","51013103503",2019,"consumer_opportunity_indicator",0.133687868268505,NA
"31","51760021000",2019,"consumer_opportunity_indicator",0.610875342337568,NA
"32","51710005100",2019,"consumer_opportunity_indicator",0.384895040403339,NA
"33","51650011400",2019,"consumer_opportunity_indicator",0.263335592744649,NA
"34","51087200805",2019,"consumer_opportunity_indicator",0.524651459981277,NA
"35","51013103602",2019,"consumer_opportunity_indicator",0.375041467535314,NA
"36","51700030800",2019,"consumer_opportunity_indicator",0.659429383727366,NA
"37","51760060900",2019,"consumer_opportunity_indicator",0.428007068490643,NA
"38","51590000500",2019,"consumer_opportunity_indicator",0.542368892807661,NA
"39","51013101603",2019,"consumer_opportunity_indicator",0.534437122429387,NA
"40","51760070601",2019,"consumer_opportunity_indicator",0.556004887268503,NA
"41","51700030400",2019,"consumer_opportunity_indicator",0.647646379977006,NA
"42","51105950301",2019,"consumer_opportunity_indicator",0.536187315292173,NA
"43","51740212100",2019,"consumer_opportunity_indicator",0.49019418671785,NA
"44","51059461902",2019,"consumer_opportunity_indicator",0.355219056276147,NA
"45","51800065500",2019,"consumer_opportunity_indicator",0.522900558594236,NA
"46","51710000902",2019,"consumer_opportunity_indicator",0.27880674560491,NA
"47","51760060700",2019,"consumer_opportunity_indicator",0.527084255340986,NA
"48","51710002900",2019,"consumer_opportunity_indicator",0.567747732650069,NA
"49","51800065100",2019,"consumer_opportunity_indicator",0.520842977719457,NA
"50","51710001300",2019,"consumer_opportunity_indicator",0.486378157941488,NA
"51","51710002700",2019,"consumer_opportunity_indicator",0.57068194724179,NA
"52","51680001100",2019,"consumer_opportunity_indicator",0.539270755616563,NA
"53","51680000600",2019,"consumer_opportunity_indicator",0.475669097846735,NA
"54","51710004300",2019,"consumer_opportunity_indicator",0.621985234693001,NA
"55","51041100406",2019,"consumer_opportunity_indicator",0.399906724463026,NA
"56","51590001000",2019,"consumer_opportunity_indicator",0.593328039110104,NA
"57","51710005701",2019,"consumer_opportunity_indicator",0.458857542021362,NA
"58","51041100404",2019,"consumer_opportunity_indicator",0.467768496056706,NA
"59","51770001000",2019,"consumer_opportunity_indicator",0.516950304055048,NA
"60","51510201205",2019,"consumer_opportunity_indicator",0.471341315056411,NA
"61","51595890100",2019,"consumer_opportunity_indicator",0.699138936811466,NA
"62","51550020100",2019,"consumer_opportunity_indicator",0.560810048582608,NA
"63","51013101804",2019,"consumer_opportunity_indicator",0.258848900155042,NA
"64","51710002500",2019,"consumer_opportunity_indicator",0.281689227698082,NA
"65","51620090200",2019,"consumer_opportunity_indicator",0.476540583043206,NA
"66","51510200102",2019,"consumer_opportunity_indicator",0.544074227127339,NA
"67","51121020301",2019,"consumer_opportunity_indicator",0.601526359514386,NA
"68","51770002600",2019,"consumer_opportunity_indicator",0.459167181708344,NA
"69","51013102001",2019,"consumer_opportunity_indicator",0.302429557517003,NA
"70","51510200304",2019,"consumer_opportunity_indicator",0.465467334892971,NA
"71","51760030200",2019,"consumer_opportunity_indicator",0.319467305387657,NA
"72","51680000400",2019,"consumer_opportunity_indicator",0.46916335466323,NA
"73","51510200106",2019,"consumer_opportunity_indicator",0.503936576380348,NA
"74","51013101705",2019,"consumer_opportunity_indicator",0.292138988993854,NA
"75","51510200108",2019,"consumer_opportunity_indicator",0.501794451090618,NA
"76","51810045810",2019,"consumer_opportunity_indicator",0.580129284917997,NA
"77","51013103300",2019,"consumer_opportunity_indicator",0.45836866978892,NA
"78","51710004600",2019,"consumer_opportunity_indicator",0.4334318909014,NA
"79","51770000900",2019,"consumer_opportunity_indicator",0.553328883860415,NA
"80","51520020201",2019,"consumer_opportunity_indicator",0.66738905356649,NA
"81","51810040600",2019,"consumer_opportunity_indicator",0.572800859172521,NA
"82","51700032300",2019,"consumer_opportunity_indicator",0.275459604465484,NA
"83","51059415401",2019,"consumer_opportunity_indicator",0.581911341731472,NA
"84","51700032006",2019,"consumer_opportunity_indicator",0.537027731449369,NA
"85","51710001400",2019,"consumer_opportunity_indicator",0.565862199076228,NA
"86","51710003400",2019,"consumer_opportunity_indicator",0.499723889779441,NA
"87","51730810400",2019,"consumer_opportunity_indicator",0.347629988408431,NA
"88","51680000700",2019,"consumer_opportunity_indicator",0.641017718777908,NA
"89","51760071004",2019,"consumer_opportunity_indicator",0.566161734262519,NA
"90","51710001100",2019,"consumer_opportunity_indicator",0.229576103260677,NA
"91","51013101701",2019,"consumer_opportunity_indicator",0.167119991311729,NA
"92","51710005901",2019,"consumer_opportunity_indicator",0.493108790882121,NA
"93","51059450702",2019,"consumer_opportunity_indicator",0.547129329448625,NA
"94","51680001900",2019,"consumer_opportunity_indicator",0.633847847245564,NA
"95","51710004400",2019,"consumer_opportunity_indicator",0.620740128923209,NA
"96","51710005500",2019,"consumer_opportunity_indicator",0.550958805711155,NA
"97","51059480203",2019,"consumer_opportunity_indicator",0.420623119403146,NA
"98","51177020313",2019,"consumer_opportunity_indicator",0.630150259781653,NA
"99","51710004500",2019,"consumer_opportunity_indicator",0.693485842946642,NA
"100","51510200409",2019,"consumer_opportunity_indicator",0.453705806915347,NA
"101","51730811200",2019,"consumer_opportunity_indicator",0.46990888829984,NA
"102","51670820100",2019,"consumer_opportunity_indicator",0.429024348195408,NA
"103","51013103504",2019,"consumer_opportunity_indicator",0.330916892246623,NA
"104","51510200109",2019,"consumer_opportunity_indicator",0.517226475512795,NA
"105","51059480205",2019,"consumer_opportunity_indicator",0.463634454706768,NA
"106","51013102200",2019,"consumer_opportunity_indicator",0.445390218155408,NA
"107","51540000202",2019,"consumer_opportunity_indicator",0.341174743526266,NA
"108","51540000401",2019,"consumer_opportunity_indicator",0.583969491959274,NA
"109","51680000205",2019,"consumer_opportunity_indicator",0.674227054337056,NA
"110","51710005800",2019,"consumer_opportunity_indicator",0.527554315682445,NA
"111","51199050207",2019,"consumer_opportunity_indicator",0.548767726149122,NA
"112","51760020700",2019,"consumer_opportunity_indicator",0.566415228310985,NA
"113","51710001600",2019,"consumer_opportunity_indicator",0.522656485530184,NA
"114","51700032126",2019,"consumer_opportunity_indicator",0.609302229244164,NA
"115","51740211100",2019,"consumer_opportunity_indicator",0.555896914890934,NA
"116","51550020910",2019,"consumer_opportunity_indicator",0.642814149416426,NA
"117","51730811300",2019,"consumer_opportunity_indicator",0.438415183904362,NA
"118","51153900203",2019,"consumer_opportunity_indicator",0.482742447117172,NA
"119","51710004002",2019,"consumer_opportunity_indicator",0.547099288237673,NA
"120","51550020500",2019,"consumer_opportunity_indicator",0.58299626935766,NA
"121","51059421500",2019,"consumer_opportunity_indicator",0.584510987511599,NA
"122","51710006400",2019,"consumer_opportunity_indicator",0.569052860683374,NA
"123","51510201602",2019,"consumer_opportunity_indicator",0.502287794110437,NA
"124","51700032123",2019,"consumer_opportunity_indicator",0.480288051700112,NA
"125","51153900602",2019,"consumer_opportunity_indicator",0.632567592081929,NA
"126","51710006501",2019,"consumer_opportunity_indicator",0.562439210834686,NA
"127","51149850200",2019,"consumer_opportunity_indicator",0.377468084083943,NA
"128","51650010504",2019,"consumer_opportunity_indicator",0.537539799688618,NA
"129","51630000400",2019,"consumer_opportunity_indicator",0.516620630148869,NA
"130","51760040400",2019,"consumer_opportunity_indicator",0.388671885160857,NA
"131","51003010901",2019,"consumer_opportunity_indicator",0.490029159884092,NA
"132","51760060200",2019,"consumer_opportunity_indicator",0.370075388184925,NA
"133","51510200104",2019,"consumer_opportunity_indicator",0.40791752077881,NA
"134","51730810500",2019,"consumer_opportunity_indicator",0.486966826639629,NA
"135","51760020501",2019,"consumer_opportunity_indicator",0.46896503833932,NA
"136","51670820300",2019,"consumer_opportunity_indicator",0.522808386553839,NA
"137","51041100107",2019,"consumer_opportunity_indicator",0.523493913172203,NA
"138","51041100806",2019,"consumer_opportunity_indicator",0.559165491339249,NA
"139","51059451502",2019,"consumer_opportunity_indicator",0.584169642277702,NA
"140","51740212000",2019,"consumer_opportunity_indicator",0.650457309888689,NA
"141","51700030900",2019,"consumer_opportunity_indicator",0.57114523073845,NA
"142","51700031902",2019,"consumer_opportunity_indicator",0.644581695385238,NA
"143","51660000302",2019,"consumer_opportunity_indicator",0.634814020238932,NA
"144","51137110200",2019,"consumer_opportunity_indicator",0.550547527106253,NA
"145","51770002501",2019,"consumer_opportunity_indicator",0.333225445768987,NA
"146","51087200153",2019,"consumer_opportunity_indicator",0.599702128789763,NA
"147","51059452700",2019,"consumer_opportunity_indicator",0.542465897868981,NA
"148","51800065302",2019,"consumer_opportunity_indicator",0.452948100019098,NA
"149","51650010900",2019,"consumer_opportunity_indicator",0.642539902481725,NA
"150","51013102002",2019,"consumer_opportunity_indicator",0.439204928685907,NA
"151","51700032128",2019,"consumer_opportunity_indicator",0.573442681822478,NA
"152","51059480204",2019,"consumer_opportunity_indicator",0.468904931239867,NA
"153","51087200417",2019,"consumer_opportunity_indicator",0.528070215704486,NA
"154","51013101409",2019,"consumer_opportunity_indicator",0.271134267896845,NA
"155","51059420503",2019,"consumer_opportunity_indicator",0.437794804549439,NA
"156","51700031701",2019,"consumer_opportunity_indicator",0.533678342546102,NA
"157","51059452801",2019,"consumer_opportunity_indicator",0.496426458593981,NA
"158","51550020300",2019,"consumer_opportunity_indicator",0.514411923306835,NA
"159","51013102003",2019,"consumer_opportunity_indicator",0.445208120830906,NA
"160","51001090402",2019,"consumer_opportunity_indicator",0.586023415729332,NA
"161","51143010301",2019,"consumer_opportunity_indicator",0.665876771422953,NA
"162","51760060400",2019,"consumer_opportunity_indicator",0.554324281822809,NA
"163","51153901403",2019,"consumer_opportunity_indicator",0.585933388457735,NA
"164","51153901419",2019,"consumer_opportunity_indicator",0.534112244536287,NA
"165","51059421701",2019,"consumer_opportunity_indicator",0.549012496620597,NA
"166","51510200408",2019,"consumer_opportunity_indicator",0.45216958267049,NA
"167","51760040201",2019,"consumer_opportunity_indicator",0.500447282593796,NA
"168","51740212801",2019,"consumer_opportunity_indicator",0.603847797249405,NA
"169","51510200500",2019,"consumer_opportunity_indicator",0.437703471451018,NA
"170","51760011000",2019,"consumer_opportunity_indicator",0.495211953194492,NA
"171","51107610505",2019,"consumer_opportunity_indicator",0.544666298003581,NA
"172","51680000500",2019,"consumer_opportunity_indicator",0.439070075679125,NA
"173","51810044005",2019,"consumer_opportunity_indicator",0.608707175268688,NA
"174","51059481101",2019,"consumer_opportunity_indicator",0.526971867223726,NA
"175","51153901102",2019,"consumer_opportunity_indicator",0.457491046476099,NA
"176","51810040200",2019,"consumer_opportunity_indicator",0.551922316219326,NA
"177","51660000101",2019,"consumer_opportunity_indicator",0.498132129344537,NA
"178","51009010505",2019,"consumer_opportunity_indicator",0.638266269931398,NA
"179","51760070803",2019,"consumer_opportunity_indicator",0.575111295991018,NA
"180","51059451501",2019,"consumer_opportunity_indicator",0.520054594076417,NA
"181","51800065401",2019,"consumer_opportunity_indicator",0.515375113648122,NA
"182","51760021200",2019,"consumer_opportunity_indicator",0.415988404977346,NA
"183","51013102804",2019,"consumer_opportunity_indicator",0.471091834547538,NA
"184","51041100212",2019,"consumer_opportunity_indicator",0.554535652328777,NA
"185","51760010202",2019,"consumer_opportunity_indicator",0.603207263790696,NA
"186","51009010506",2019,"consumer_opportunity_indicator",0.68590888860054,NA
"187","51117930202",2019,"consumer_opportunity_indicator",0.669112627270577,NA
"188","51087200412",2019,"consumer_opportunity_indicator",0.469368328845408,NA
"189","51590000600",2019,"consumer_opportunity_indicator",0.653966344424699,NA
"190","51013101805",2019,"consumer_opportunity_indicator",0.259043829663775,NA
"191","51760010800",2019,"consumer_opportunity_indicator",0.590062563917457,NA
"192","51147930101",2019,"consumer_opportunity_indicator",0.584666370281684,NA
"193","51670820700",2019,"consumer_opportunity_indicator",0.491878222506662,NA
"194","51059440503",2019,"consumer_opportunity_indicator",0.540314810822183,NA
"195","51710002600",2019,"consumer_opportunity_indicator",0.291804301676781,NA
"196","51770001200",2019,"consumer_opportunity_indicator",0.56949807522825,NA
"197","51570830200",2019,"consumer_opportunity_indicator",0.539988755527621,NA
"198","51810044006",2019,"consumer_opportunity_indicator",0.604634896259133,NA
"199","51041100410",2019,"consumer_opportunity_indicator",0.417069120967693,NA
"200","51700030300",2019,"consumer_opportunity_indicator",0.651108258878872,NA
"201","51059451602",2019,"consumer_opportunity_indicator",0.585831403992095,NA
"202","51059416200",2019,"consumer_opportunity_indicator",0.4605198810971,NA
"203","51089010100",2019,"consumer_opportunity_indicator",0.706610772593556,NA
"204","51510200406",2019,"consumer_opportunity_indicator",0.468529956870462,NA
"205","51770002400",2019,"consumer_opportunity_indicator",0.680281311971073,NA
"206","51087200418",2019,"consumer_opportunity_indicator",0.529307403339764,NA
"207","51153901702",2019,"consumer_opportunity_indicator",0.53787531156799,NA
"208","51059471301",2019,"consumer_opportunity_indicator",0.445340378877039,NA
"209","51153900901",2019,"consumer_opportunity_indicator",0.584567897730085,NA
